Nro.,Escuela Profesional,Sede,Edad,Sexo,1.1 Semestre,1.2 Estado civil,1.3 Tiene Hijos,1.4 Trabaja y estudia,1.5 Vive Solo,1.6 Promedio ponderado,1.7 Nivel Socioeconómico,1.8 Excelencia académica
248,ADMINISTRACIÓN,PUERTO MALDONADO,21,Femenino,5 semestre,Soltero,No,Si,No,13.435,C,0
249,ADMINISTRACIÓN,PUERTO MALDONADO,25,Femenino,5 semestre,Soltero,No,Si,No,13.028,C,0
250,ADMINISTRACIÓN,CUSCO,22,Masculino,9 semestre,Soltero,No,Si,Si,14.39,B,0
251,ADMINISTRACIÓN,QUILLABAMBA,20,Masculino,7 semestre,Soltero,No,Si,No,18.365,B,1
252,ADMINISTRACIÓN,SICUANI,22,Femenino,10 semestre,Soltero,No,Si,Si,14.932,A,0
253,ADMINISTRACIÓN,CUSCO,24,Masculino,9 semestre,Soltero,No,No,Si,17.896,C,1
254,ADMINISTRACIÓN,CUSCO,22,Masculino,10 semestre,Soltero,No,Si,Si,15.52,B,1
255,ADMINISTRACIÓN,SICUANI,18,Masculino,1 semestre,Soltero,No,Si,No,16.991,A,1
256,ADMINISTRACIÓN,CUSCO,26,Masculino,11 semestre,Soltero,No,Si,Si,18.336,A,1
257,ADMINISTRACIÓN,CUSCO,22,Femenino,6 semestre,Soltero,No,Si,No,14.017,A,0
258,ADMINISTRACIÓN,CUSCO,24,Femenino,10 semestre,Soltero,No,Si,Si,15.112,A,1
259,ADMINISTRACIÓN,CUSCO,21,Masculino,7 semestre,Soltero,No,No,No,16.323,C,1
260,ADMINISTRACIÓN,QUILLABAMBA,28,Femenino,10 semestre,Conviviente,Si,Si,Si,16.932,A,1
261,ADMINISTRACIÓN,QUILLABAMBA,25,Masculino,7 semestre,Soltero,No,No,Si,18.913,C,1
262,ADMINISTRACIÓN,PUERTO MALDONADO,20,Masculino,6 semestre,Soltero,No,No,No,14.702,A,0
263,ADMINISTRACIÓN,CUSCO,20,Femenino,7 semestre,Soltero,No,Si,No,16.206,A,1
264,ADMINISTRACIÓN,CUSCO,23,Femenino,4 semestre,Conviviente,Si,Si,No,16.133,B,1
265,ADMINISTRACIÓN,SICUANI,21,Femenino,5 semestre,Conviviente,Si,Si,No,13.653,B,0
266,ADMINISTRACIÓN,PUERTO MALDONADO,19,Femenino,5 semestre,Soltero,No,No,No,15.431,B,0
267,ADMINISTRACIÓN,QUILLABAMBA,23,Femenino,8 semestre,Soltero,No,Si,No,17.499,B,1
268,ADMINISTRACIÓN,CUSCO,22,Femenino,10 semestre,Soltero,No,No,Si,14.32,A,0
269,ADMINISTRACIÓN,CUSCO,24,Femenino,10 semestre,Soltero,No,No,No,16.183,A,1
270,ADMINISTRACIÓN,CUSCO,22,Femenino,3 semestre,Soltero,No,Si,No,16.438,B,1
271,ADMINISTRACIÓN,CUSCO,22,Femenino,9 semestre,Soltero,No,No,No,12.349,B,0
272,ADMINISTRACIÓN,QUILLABAMBA,19,Masculino,6 semestre,Soltero,No,No,No,15.613,C,1
273,ADMINISTRACIÓN,SICUANI,22,Femenino,8 semestre,Soltero,No,No,No,14.063,A,0
274,ADMINISTRACIÓN,CUSCO,36,Masculino,7 semestre,Soltero,No,Si,Si,15.469,C,1
275,ADMINISTRACIÓN,CUSCO,22,Femenino,7 semestre,Soltero,No,Si,Si,12.519,B,0
276,ADMINISTRACIÓN,CUSCO,19,Femenino,5 semestre,Soltero,No,Si,No,14.945,B,0
277,ADMINISTRACIÓN,CUSCO,20,Masculino,5 semestre,Soltero,No,No,No,11.05,B,0
278,ADMINISTRACIÓN,CUSCO,22,Femenino,6 semestre,Soltero,No,Si,No,12.629,A,0
279,ADMINISTRACIÓN,QUILLABAMBA,27,Femenino,7 semestre,Soltero,No,Si,Si,16.136,A,1
280,ADMINISTRACIÓN,PUERTO MALDONADO,22,Masculino,6 semestre,Soltero,No,Si,No,11.965,C,0
281,ADMINISTRACIÓN,CUSCO,22,Masculino,8 semestre,Soltero,No,Si,Si,17.465,B,1
282,ADMINISTRACIÓN,CUSCO,23,Masculino,4 semestre,Soltero,No,Si,No,13.922,C,0
283,ADMINISTRACIÓN,CUSCO,22,Femenino,6 semestre,Soltero,No,No,Si,13.279,C,0
284,ADMINISTRACIÓN,CUSCO,19,Masculino,5 semestre,Soltero,No,No,No,16.645,C,1
285,ADMINISTRACIÓN,CUSCO,23,Masculino,1 semestre,Soltero,No,Si,Si,18.426,A,1
286,ADMINISTRACIÓN,QUILLABAMBA,21,Femenino,5 semestre,Soltero,No,No,Si,11.229,B,0
287,ADMINISTRACIÓN,PUERTO MALDONADO,26,Masculino,9 semestre,Soltero,No,Si,Si,12.774,A,0
288,ADMINISTRACIÓN,SICUANI,21,Masculino,5 semestre,Soltero,No,Si,Si,16.187,A,1
289,ADMINISTRACIÓN,SICUANI,19,Masculino,2 semestre,Soltero,No,Si,Si,12.923,B,0
290,ADMINISTRACIÓN,CUSCO,26,Femenino,2 semestre,Soltero,No,Si,No,17.999,C,1
291,ADMINISTRACIÓN,CUSCO,21,Masculino,6 semestre,Soltero,No,No,No,18.998,A,1
292,ADMINISTRACIÓN,SICUANI,22,Masculino,9 semestre,Soltero,No,Si,No,11.418,A,0
293,ADMINISTRACIÓN,CUSCO,21,Femenino,9 semestre,Soltero,No,Si,No,11.779,B,0
294,ADMINISTRACIÓN,SICUANI,20,Masculino,9 semestre,Soltero,No,Si,No,19.121,A,1
295,ADMINISTRACIÓN,SICUANI,27,Masculino,10 semestre,Casado,Si,Si,No,11.55,B,0
296,ADMINISTRACIÓN,CUSCO,22,Femenino,8 semestre,Soltero,No,No,No,17.225,C,1
297,ADMINISTRACIÓN,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,16.113,C,1
298,ADMINISTRACIÓN,SICUANI,25,Femenino,7 semestre,Soltero,No,Si,Si,16.977,A,1
299,ADMINISTRACIÓN,SICUANI,24,Masculino,10 semestre,Conviviente,Si,Si,No,19.075,C,1
300,ADMINISTRACIÓN,CUSCO,24,Masculino,7 semestre,Soltero,No,Si,Si,18.047,C,1
301,ADMINISTRACIÓN,QUILLABAMBA,19,Masculino,3 semestre,Soltero,No,Si,Si,18.209,C,1
302,ADMINISTRACIÓN,CUSCO,24,Masculino,10 semestre,Soltero,No,Si,Si,16.301,A,1
303,ADMINISTRACIÓN,QUILLABAMBA,23,Femenino,9 semestre,Soltero,No,Si,Si,17.405,A,1
304,ADMINISTRACIÓN,PUERTO MALDONADO,18,Femenino,1 semestre,Soltero,No,Si,Si,15.207,B,1
305,ADMINISTRACIÓN,QUILLABAMBA,23,Femenino,10 semestre,Soltero,No,Si,Si,16.301,C,1
306,ADMINISTRACIÓN,CUSCO,21,Masculino,8 semestre,Soltero,No,Si,Si,11.023,C,0
307,ADMINISTRACIÓN,CUSCO,22,Masculino,9 semestre,Soltero,No,Si,Si,16.347,B,1
308,ADMINISTRACIÓN,PUERTO MALDONADO,21,Femenino,9 semestre,Soltero,No,No,No,11.759,C,0
309,ADMINISTRACIÓN,QUILLABAMBA,22,Femenino,9 semestre,Soltero,No,Si,Si,12.126,C,0
310,ADMINISTRACIÓN,CUSCO,20,Femenino,5 semestre,Soltero,No,Si,Si,15.214,C,1
311,ADMINISTRACIÓN,CUSCO,24,Femenino,6 semestre,Soltero,No,Si,Si,11.948,A,0
312,ADMINISTRACIÓN,CUSCO,24,Masculino,11 semestre,Soltero,No,Si,Si,15.234,C,1
313,ADMINISTRACIÓN,CUSCO,22,Femenino,9 semestre,Soltero,No,No,No,13.946,B,0
314,ADMINISTRACIÓN,CUSCO,28,Masculino,10 semestre,Soltero,No,Si,Si,12.339,A,0
315,ADMINISTRACIÓN,QUILLABAMBA,19,Masculino,5 semestre,Soltero,No,No,No,11.072,B,0
316,ADMINISTRACIÓN,SICUANI,24,Femenino,8 semestre,Soltero,No,Si,No,18.657,A,1
317,ADMINISTRACIÓN,QUILLABAMBA,23,Masculino,5 semestre,Soltero,Si,Si,Si,19.055,A,1
318,ADMINISTRACIÓN,QUILLABAMBA,18,Masculino,5 semestre,Soltero,No,No,No,14.589,A,0
319,ADMINISTRACIÓN,CUSCO,24,Femenino,10 semestre,Soltero,No,No,No,16.781,B,1
320,ADMINISTRACIÓN,CUSCO,21,Masculino,10 semestre,Soltero,No,Si,No,18.398,B,1
321,ADMINISTRACIÓN,CUSCO,23,Femenino,10 semestre,Soltero,No,Si,No,11.401,B,0
322,ADMINISTRACIÓN,QUILLABAMBA,24,Femenino,10 semestre,Soltero,No,Si,Si,14.926,A,0
323,ADMINISTRACIÓN,PUERTO MALDONADO,17,Femenino,1 semestre,Soltero,No,No,No,13.678,A,0
324,ADMINISTRACIÓN,SICUANI,19,Masculino,5 semestre,Soltero,No,No,No,14.55,A,0
325,ADMINISTRACIÓN,SICUANI,21,Femenino,7 semestre,Soltero,No,Si,No,14.37,A,0
326,ADMINISTRACIÓN,CUSCO,27,Femenino,10 semestre,Soltero,No,Si,Si,16.542,A,1
327,ADMINISTRACIÓN,SICUANI,25,Femenino,6 semestre,Soltero,No,Si,Si,13.954,C,0
328,ADMINISTRACIÓN,CUSCO,26,Masculino,9 semestre,Soltero,No,Si,Si,18.208,A,1
329,ADMINISTRACIÓN,QUILLABAMBA,27,Masculino,9 semestre,Soltero,No,Si,Si,13.212,B,0
330,ADMINISTRACIÓN,CUSCO,21,Masculino,2 semestre,Soltero,No,Si,No,13.891,B,0
331,ADMINISTRACIÓN,QUILLABAMBA,24,Femenino,6 semestre,Soltero,No,Si,Si,14.372,A,0
332,ADMINISTRACIÓN,CUSCO,21,Femenino,8 semestre,Conviviente,No,No,No,13.807,B,0
333,ADMINISTRACIÓN,SICUANI,18,Femenino,2 semestre,Soltero,No,Si,Si,14.999,B,0
334,ADMINISTRACIÓN,QUILLABAMBA,25,Femenino,8 semestre,Soltero,No,Si,No,11.155,B,0
335,ADMINISTRACIÓN,CUSCO,23,Femenino,9 semestre,Soltero,No,Si,No,14.914,A,0
336,ADMINISTRACIÓN,SICUANI,21,Masculino,5 semestre,Soltero,No,Si,No,13.186,A,0
337,ADMINISTRACIÓN,PUERTO MALDONADO,27,Femenino,9 semestre,Soltero,No,No,No,16.803,B,1
338,ADMINISTRACIÓN,SICUANI,21,Femenino,7 semestre,Soltero,No,Si,No,11.413,A,0
339,ADMINISTRACIÓN,CUSCO,21,Masculino,8 semestre,Soltero,No,Si,No,14.177,C,0
340,ADMINISTRACIÓN,QUILLABAMBA,22,Masculino,10 semestre,Soltero,No,Si,Si,14.382,B,0
341,ADMINISTRACIÓN,QUILLABAMBA,17,Masculino,2 semestre,Soltero,No,Si,No,17.06,C,1
342,ADMINISTRACIÓN,SICUANI,21,Femenino,8 semestre,Soltero,No,Si,Si,13.006,A,0
343,ADMINISTRACIÓN,SICUANI,26,Femenino,10 semestre,Soltero,No,Si,Si,12.04,C,0
344,ADMINISTRACIÓN,CUSCO,30,Masculino,10 semestre,Soltero,No,Si,No,16.144,A,1
345,ADMINISTRACIÓN,CUSCO,25,Femenino,9 semestre,Soltero,Si,No,No,14.62,A,0
346,ADMINISTRACIÓN,SICUANI,22,Femenino,9 semestre,Soltero,No,Si,No,15.415,A,1
347,ADMINISTRACIÓN,QUILLABAMBA,22,Femenino,4 semestre,Soltero,No,No,No,13.755,A,0
348,ADMINISTRACIÓN,SICUANI,22,Femenino,9 semestre,Soltero,No,Si,Si,11.171,A,0
349,ADMINISTRACIÓN,CUSCO,24,Masculino,8 semestre,Soltero,No,Si,No,15.662,C,1
350,ADMINISTRACIÓN,PUERTO MALDONADO,24,Femenino,5 semestre,Soltero,No,Si,No,13.104,C,0
351,ADMINISTRACIÓN,CUSCO,22,Femenino,10 semestre,Soltero,No,Si,Si,12.033,A,0
352,ADMINISTRACIÓN,CUSCO,23,Femenino,10 semestre,Soltero,No,Si,No,15.68,B,1
353,ADMINISTRACIÓN,QUILLABAMBA,20,Femenino,4 semestre,Soltero,No,Si,No,16.795,A,1
354,ADMINISTRACIÓN,SICUANI,28,Masculino,9 semestre,Conviviente,No,Si,No,13.222,B,0
355,ADMINISTRACIÓN,QUILLABAMBA,29,Femenino,10 semestre,Soltero,Si,Si,No,17.647,A,1
356,ADMINISTRACIÓN,CUSCO,18,Femenino,2 semestre,Soltero,No,Si,Si,12.737,C,0
357,ADMINISTRACIÓN,QUILLABAMBA,34,Masculino,6 semestre,Soltero,No,Si,Si,13.676,B,0
358,ADMINISTRACIÓN,CUSCO,21,Femenino,7 semestre,Soltero,No,No,No,18.177,C,1
359,ADMINISTRACIÓN,SICUANI,26,Femenino,7 semestre,Soltero,Si,Si,Si,17.963,A,1
360,ADMINISTRACIÓN,CUSCO,18,Femenino,3 semestre,Soltero,No,No,No,11.979,C,0
361,ADMINISTRACIÓN,CUSCO,19,Femenino,5 semestre,Soltero,No,Si,No,12.507,A,0
362,ADMINISTRACIÓN,SICUANI,22,Masculino,10 semestre,Soltero,No,No,No,17.795,A,1
363,ADMINISTRACIÓN,QUILLABAMBA,21,Masculino,3 semestre,Soltero,No,No,No,14.829,C,0
364,ADMINISTRACIÓN,PUERTO MALDONADO,21,Femenino,9 semestre,Soltero,No,No,No,15.465,C,1
365,ADMINISTRACIÓN,CUSCO,25,Masculino,7 semestre,Soltero,No,No,No,11.533,A,0
366,ADMINISTRACIÓN,CUSCO,20,Masculino,7 semestre,Soltero,No,Si,No,13.424,B,0
367,ADMINISTRACIÓN,CUSCO,21,Femenino,9 semestre,Soltero,No,No,Si,14.014,C,0
368,ADMINISTRACIÓN,SICUANI,25,Masculino,9 semestre,Soltero,No,Si,Si,18.652,B,1
369,ADMINISTRACIÓN,PUERTO MALDONADO,23,Femenino,5 semestre,Soltero,Si,Si,No,11.312,C,0
370,ADMINISTRACIÓN,PUERTO MALDONADO,23,Masculino,10 semestre,Casado,Si,Si,Si,15.131,C,1
371,ADMINISTRACIÓN,CUSCO,22,Femenino,9 semestre,Soltero,No,Si,No,18.919,A,1
372,ADMINISTRACIÓN,SICUANI,22,Femenino,3 semestre,Soltero,No,Si,Si,13.573,C,0
373,ADMINISTRACIÓN,PUERTO MALDONADO,32,Masculino,10 semestre,Soltero,No,Si,No,11.499,B,0
374,ADMINISTRACIÓN,QUILLABAMBA,22,Masculino,6 semestre,Soltero,No,Si,Si,15.727,A,1
375,ADMINISTRACIÓN,CUSCO,27,Femenino,10 semestre,Soltero,No,Si,Si,17.124,A,1
376,ADMINISTRACIÓN,CUSCO,26,Femenino,9 semestre,Soltero,No,Si,No,15.403,C,1
377,ADMINISTRACIÓN,CUSCO,33,Femenino,8 semestre,Soltero,No,Si,Si,18.13,C,1
378,ADMINISTRACIÓN,CUSCO,22,Femenino,8 semestre,Soltero,No,Si,No,15.08,A,1
379,ADMINISTRACIÓN,CUSCO,17,Masculino,1 semestre,Soltero,No,No,Si,11.532,C,0
380,ADMINISTRACIÓN,SICUANI,25,Femenino,9 semestre,Soltero,Si,Si,Si,13.046,A,0
381,ADMINISTRACIÓN,CUSCO,28,Femenino,10 semestre,Soltero,No,Si,Si,14.499,C,0
382,ADMINISTRACIÓN,CUSCO,27,Femenino,10 semestre,Conviviente,Si,Si,No,16.715,B,1
383,ADMINISTRACIÓN,SICUANI,31,Femenino,10 semestre,Casado,Si,Si,No,17.642,C,1
384,ADMINISTRACIÓN,CUSCO,26,Femenino,9 semestre,Casado,Si,Si,No,13.181,A,0
385,ADMINISTRACIÓN,PUERTO MALDONADO,23,Femenino,7 semestre,Soltero,No,Si,No,18.186,A,1
386,ADMINISTRACIÓN,QUILLABAMBA,20,Masculino,3 semestre,Soltero,No,Si,Si,13.728,A,0
387,ADMINISTRACIÓN,CUSCO,22,Masculino,8 semestre,Soltero,No,No,Si,11.549,A,0
388,ADMINISTRACIÓN,QUILLABAMBA,19,Femenino,3 semestre,Soltero,Si,Si,Si,13.036,B,0
389,ADMINISTRACIÓN,CUSCO,29,Masculino,1 semestre,Soltero,No,Si,Si,18.404,A,1
390,ADMINISTRACIÓN,SICUANI,20,Masculino,2 semestre,Soltero,No,Si,No,12.36,A,0
391,ADMINISTRACIÓN,CUSCO,22,Femenino,9 semestre,Soltero,No,No,No,19.423,C,1
392,ADMINISTRACIÓN,CUSCO,19,Masculino,5 semestre,Soltero,No,Si,Si,12.499,A,0
393,ADMINISTRACIÓN,CUSCO,35,Masculino,9 semestre,Soltero,No,Si,No,14.486,A,0
394,ADMINISTRACIÓN,CUSCO,23,Femenino,10 semestre,Soltero,No,No,No,18.756,A,1
395,ADMINISTRACIÓN,CUSCO,24,Masculino,9 semestre,Soltero,No,Si,No,18.661,C,1
396,ADMINISTRACIÓN,QUILLABAMBA,25,Masculino,3 semestre,Soltero,No,Si,Si,15.914,C,1
397,ADMINISTRACIÓN,CUSCO,22,Masculino,5 semestre,Soltero,No,Si,Si,14.88,B,0
398,ADMINISTRACIÓN,CUSCO,20,Masculino,7 semestre,Soltero,No,Si,Si,17.032,C,1
399,ADMINISTRACIÓN,QUILLABAMBA,31,Femenino,8 semestre,Conviviente,Si,Si,No,14.816,A,0
400,ADMINISTRACIÓN,QUILLABAMBA,21,Femenino,9 semestre,Soltero,No,No,No,17.007,B,1
401,ADMINISTRACIÓN,PUERTO MALDONADO,22,Femenino,6 semestre,Soltero,No,Si,No,16.531,B,1
402,ADMINISTRACIÓN,CUSCO,26,Masculino,9 semestre,Soltero,No,Si,Si,11.302,B,0
403,ADMINISTRACIÓN,CUSCO,21,Femenino,12 semestre,Soltero,No,Si,No,17.318,B,1
404,ADMINISTRACIÓN,PUERTO MALDONADO,26,Femenino,8 semestre,Soltero,Si,Si,Si,17.281,C,1
405,ADMINISTRACIÓN,CUSCO,21,Femenino,5 semestre,Soltero,No,Si,Si,13.655,B,0
406,ADMINISTRACIÓN,SICUANI,24,Masculino,9 semestre,Soltero,No,Si,Si,11.744,A,0
407,ADMINISTRACIÓN,CUSCO,25,Femenino,9 semestre,Soltero,No,No,No,18.87,A,1
408,ADMINISTRACIÓN,SICUANI,19,Masculino,2 semestre,Soltero,No,Si,No,11.835,B,0
409,ADMINISTRACIÓN,CUSCO,28,Femenino,8 semestre,Soltero,No,Si,Si,15.308,B,1
410,ADMINISTRACIÓN,SICUANI,24,Femenino,8 semestre,Soltero,No,Si,No,11.404,C,0
411,ADMINISTRACIÓN,QUILLABAMBA,21,Masculino,9 semestre,Soltero,No,Si,Si,15.093,A,1
412,ADMINISTRACIÓN,CUSCO,24,Masculino,5 semestre,Soltero,No,Si,No,13.671,C,0
413,ADMINISTRACIÓN,SICUANI,20,Femenino,7 semestre,Soltero,No,No,No,14.901,C,0
414,ADMINISTRACIÓN,CUSCO,26,Masculino,5 semestre,Soltero,No,Si,No,12.778,B,0
415,ADMINISTRACIÓN,PUERTO MALDONADO,20,Masculino,6 semestre,Soltero,No,No,No,13.664,B,0
416,ADMINISTRACIÓN,QUILLABAMBA,26,Masculino,9 semestre,Casado,No,Si,No,12.722,C,0
417,ADMINISTRACIÓN,CUSCO,22,Masculino,5 semestre,Soltero,No,Si,Si,17.258,B,1
418,ADMINISTRACIÓN,CUSCO,18,Masculino,3 semestre,Soltero,No,No,Si,13.33,B,0
419,ADMINISTRACIÓN,CUSCO,30,Masculino,10 semestre,Soltero,No,Si,No,11.065,A,0
420,ADMINISTRACIÓN,CUSCO,25,Masculino,8 semestre,Soltero,No,Si,Si,12.152,A,0
421,ADMINISTRACIÓN,QUILLABAMBA,35,Femenino,8 semestre,Soltero,Si,Si,No,11.639,B,0
422,ADMINISTRACIÓN,CUSCO,29,Masculino,9 semestre,Soltero,No,Si,No,17.262,B,1
423,ADMINISTRACIÓN,CUSCO,37,Femenino,9 semestre,Casado,Si,Si,No,13.053,B,0
424,ADMINISTRACIÓN,CUSCO,28,Femenino,6 semestre,Soltero,No,Si,No,13.818,C,0
425,ADMINISTRACIÓN,QUILLABAMBA,21,Femenino,9 semestre,Soltero,No,Si,No,18.891,C,1
426,ADMINISTRACIÓN,CUSCO,20,Femenino,6 semestre,Soltero,No,Si,No,18.433,B,1
427,ADMINISTRACIÓN,SICUANI,40,Masculino,10 semestre,Conviviente,Si,Si,No,13.032,C,0
428,ADMINISTRACIÓN,PUERTO MALDONADO,21,Femenino,10 semestre,Soltero,No,Si,No,18.249,B,1
429,ADMINISTRACIÓN,CUSCO,23,Femenino,8 semestre,Soltero,No,Si,Si,13.541,B,0
430,ADMINISTRACIÓN,CUSCO,24,Masculino,4 semestre,Soltero,No,No,No,11.426,C,0
431,ADMINISTRACIÓN,CUSCO,29,Masculino,8 semestre,Soltero,No,Si,No,15.034,C,1
432,ADMINISTRACIÓN,SICUANI,21,Masculino,6 semestre,Soltero,No,Si,No,14.274,C,0
433,ADMINISTRACIÓN,PUERTO MALDONADO,20,Masculino,1 semestre,Soltero,No,Si,No,14.509,B,0
434,ADMINISTRACIÓN,CUSCO,22,Femenino,8 semestre,Soltero,No,Si,No,12.803,C,0
435,ADMINISTRACIÓN,QUILLABAMBA,28,Masculino,7 semestre,Soltero,Si,Si,No,17.602,C,1
436,ADMINISTRACIÓN,CUSCO,27,Femenino,9 semestre,Conviviente,Si,Si,No,14.415,C,0
437,ADMINISTRACIÓN,CUSCO,25,Femenino,7 semestre,Soltero,No,Si,No,12.883,B,0
438,ADMINISTRACIÓN,CUSCO,24,Femenino,9 semestre,Soltero,No,Si,Si,18.52,A,1
439,ADMINISTRACIÓN,QUILLABAMBA,26,Femenino,9 semestre,Soltero,No,Si,Si,18.698,B,1
440,ADMINISTRACIÓN,CUSCO,17,Femenino,3 semestre,Soltero,No,No,Si,18.447,A,1
441,ADMINISTRACIÓN,SICUANI,26,Femenino,10 semestre,Soltero,No,Si,No,18.445,B,1
442,ADMINISTRACIÓN,QUILLABAMBA,27,Femenino,9 semestre,Conviviente,Si,Si,No,14.046,B,0
443,ADMINISTRACIÓN,CUSCO,25,Masculino,8 semestre,Soltero,No,Si,Si,11.04,A,0
444,ADMINISTRACIÓN,CUSCO,18,Masculino,2 semestre,Soltero,No,No,Si,18.166,C,1
445,ADMINISTRACIÓN,PUERTO MALDONADO,27,Masculino,10 semestre,Soltero,No,Si,No,12.256,A,0
446,ADMINISTRACIÓN,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,11.186,C,0
447,ADMINISTRACIÓN,CUSCO,26,Femenino,10 semestre,Soltero,Si,Si,No,14.761,C,0
448,ADMINISTRACIÓN,CUSCO,21,Masculino,8 semestre,Soltero,No,No,No,16.77,C,1
449,ADMINISTRACIÓN,PUERTO MALDONADO,22,Femenino,9 semestre,Soltero,No,Si,Si,19.411,B,1
450,ADMINISTRACIÓN,PUERTO MALDONADO,24,Femenino,10 semestre,Soltero,No,Si,Si,11.107,A,0
451,ADMINISTRACIÓN,QUILLABAMBA,27,Femenino,9 semestre,Conviviente,Si,Si,No,19.252,A,1
452,ADMINISTRACIÓN,QUILLABAMBA,19,Femenino,4 semestre,Soltero,No,Si,Si,12.203,B,0
453,ADMINISTRACIÓN,CUSCO,23,Masculino,10 semestre,Soltero,Si,Si,No,17.331,A,1
454,ADMINISTRACIÓN,CUSCO,23,Masculino,9 semestre,Soltero,No,Si,No,15.175,C,1
455,ADMINISTRACIÓN,CUSCO,21,Masculino,10 semestre,Soltero,No,Si,Si,17.528,B,1
456,ADMINISTRACIÓN,CUSCO,21,Masculino,6 semestre,Soltero,No,No,No,12.71,C,0
457,ADMINISTRACIÓN,CUSCO,21,Masculino,9 semestre,Soltero,No,No,No,16.11,B,1
458,ADMINISTRACIÓN,QUILLABAMBA,22,Femenino,5 semestre,Soltero,No,Si,Si,19.187,A,1
459,ADMINISTRACIÓN,CUSCO,27,Masculino,4 semestre,Soltero,No,Si,Si,11.218,C,0
460,ADMINISTRACIÓN,SICUANI,35,Femenino,9 semestre,Casado,Si,No,No,16.655,B,1
461,ADMINISTRACIÓN,QUILLABAMBA,21,Masculino,5 semestre,Soltero,No,Si,Si,11.21,B,0
462,ADMINISTRACIÓN,CUSCO,30,Masculino,1 semestre,Conviviente,Si,Si,Si,11.51,A,0
463,ADMINISTRACIÓN,QUILLABAMBA,17,Femenino,1 semestre,Soltero,No,No,No,14.951,A,0
464,ADMINISTRACIÓN,PUERTO MALDONADO,25,Masculino,3 semestre,Soltero,No,Si,Si,15.943,A,1
465,ADMINISTRACIÓN,CUSCO,26,Masculino,9 semestre,Soltero,No,Si,Si,18.944,A,1
466,ADMINISTRACIÓN,CUSCO,27,Masculino,6 semestre,Soltero,No,Si,Si,12.899,A,0
467,ADMINISTRACIÓN,SICUANI,24,Femenino,7 semestre,Soltero,No,Si,Si,16.823,A,1
468,ADMINISTRACIÓN,SICUANI,26,Masculino,10 semestre,Soltero,No,Si,No,12.259,A,0
469,ADMINISTRACIÓN,SICUANI,35,Masculino,10 semestre,Conviviente,No,Si,No,17.689,C,1
470,ADMINISTRACIÓN,CUSCO,34,Masculino,9 semestre,Soltero,No,Si,No,11.345,A,0
471,ADMINISTRACIÓN,SICUANI,20,Femenino,4 semestre,Soltero,No,Si,No,11.226,A,0
472,ADMINISTRACIÓN,SICUANI,22,Femenino,9 semestre,Soltero,No,No,No,16.118,A,1
473,ADMINISTRACIÓN,CUSCO,21,Femenino,3 semestre,Soltero,No,No,No,15.932,B,0
474,ADMINISTRACIÓN,QUILLABAMBA,21,Femenino,9 semestre,Soltero,No,Si,Si,15.823,C,1
475,ADMINISTRACIÓN,PUERTO MALDONADO,17,Femenino,1 semestre,Soltero,No,No,No,15.287,A,0
476,ADMINISTRACIÓN,CUSCO,20,Femenino,5 semestre,Soltero,No,No,No,16.145,A,0
477,ADMINISTRACIÓN,CUSCO,30,Masculino,7 semestre,Soltero,No,Si,Si,17.409,B,1
478,ADMINISTRACIÓN,CUSCO,22,Femenino,11 semestre,Soltero,No,No,No,13.561,B,0
479,ADMINISTRACIÓN,CUSCO,24,Masculino,6 semestre,Soltero,No,Si,No,16.055,A,1
480,ADMINISTRACIÓN,SICUANI,21,Femenino,6 semestre,Soltero,No,No,No,12.374,A,0
481,ADMINISTRACIÓN,QUILLABAMBA,32,Femenino,8 semestre,Soltero,No,No,No,12.609,B,0
482,ADMINISTRACIÓN,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,Si,12.842,B,0
483,ADMINISTRACIÓN,CUSCO,25,Femenino,9 semestre,Soltero,No,No,No,18.32,C,1
484,ADMINISTRACIÓN,SICUANI,25,Femenino,8 semestre,Soltero,No,Si,No,15.109,B,0
485,ADMINISTRACIÓN,SICUANI,22,Femenino,6 semestre,Soltero,No,Si,Si,18.118,B,1
486,ADMINISTRACIÓN,CUSCO,26,Femenino,8 semestre,Soltero,No,Si,Si,12.505,B,0
487,ADMINISTRACIÓN,QUILLABAMBA,21,Femenino,9 semestre,Soltero,No,No,No,17.608,B,1
488,ADMINISTRACIÓN,QUILLABAMBA,19,Masculino,4 semestre,Soltero,No,No,No,18.463,A,1
489,ADMINISTRACIÓN,CUSCO,30,Femenino,10 semestre,Soltero,Si,Si,No,15.193,B,1
490,ADMINISTRACIÓN,CUSCO,21,Masculino,8 semestre,Soltero,No,No,No,15.007,B,1
491,ADMINISTRACIÓN,CUSCO,27,Femenino,9 semestre,Soltero,Si,Si,No,11.066,C,0
492,ADMINISTRACIÓN,CUSCO,26,Masculino,10 semestre,Soltero,No,Si,Si,18.658,B,1
493,ADMINISTRACIÓN,CUSCO,21,Femenino,10 semestre,Soltero,No,Si,Si,11.656,B,0
494,ADMINISTRACIÓN,CUSCO,23,Femenino,10 semestre,Soltero,No,Si,Si,18.987,B,1
495,ADMINISTRACIÓN,CUSCO,27,Femenino,9 semestre,Soltero,No,Si,No,14.059,B,0
496,ADMINISTRACIÓN,QUILLABAMBA,27,Masculino,8 semestre,Soltero,No,Si,No,14.514,B,0
